id,name,description,city,state
401107037,PEN AMERICA,,New York,NY
401107038,"SOMATUS, INC.",,McLean,VA
401107039,PATIENTS RISING NOW,,Washington,DC
401107041,"PATINO BREWSTER & PARTNERS, LLC",,Coral Gables,FL
401107047,FLEXIBLE PACKAGING ASSOCIATION,,Annapolis,MD
401107048,RIDGELY WALSH LLC,,Washington,DC
401107049,TITUS STRATEGIES LLC,,Washington,DC
401107050,NEVADA PEACE ALLIANCE,,LAS VEGAS,NV
401107053,DOGWOOD STRATEGIES INC,,Gainesville,GA
401107055,"JMS NATURAL RESOURCE STRATEGIES, LLC",,Dripping Springs,TX
401107056,"BOND & NORMAN LAW, PC",,Rockville,MD
401107058,CRYPTO COUNCIL FOR INNOVATION,,San Francisco,CA
401107063,STONO PUBLIC AFFAIRS,,Trenton,NJ
401107067,WOODSIDE ENERGY GROUP LTD,,Perth WA,
401107068,INTERNATIONAL MOTOR VEHICLE TRADE ASSOCIATION,,Washington,DC
401107071,QUINCY INSTITUTE FOR RESPONSIBLE STATECRAFT,,Washington,DC
401107072,SILVER BIRD,,Dearborn,MI
401107075,"THE SOUTHERN GROUP OF SOUTH CAROLINA 2005, LLC",,Columbia,SC
401107077,IPERIONX CRITICAL MINERALS LLC,,Charlotte,NC
401107078,B. BRAUN MEDICAL,,Bethlehem,PA
401107080,LYKOS THERAPEUTICS,,San Jose,CA
401107081,SHIONOGI INC.,,Florham Park,NJ
401107084,CHUCK PENRY AND ASSOCIATES,,Arlington,VA
401107086,CAPITOL SOLUTIONS LLC (MD),,Gaithersburg,MD
401107087,"MAVERICK STRATEGIES, LLC",,Annandale,VA
401107088,ANAKLIA DEVELOPMENT CONSORTIUM LLC,,Tbilisi,
401107090,ZIPLINE INTERNATIONAL INC.,,SOUTH SAN FRANCISCO,CA
401107091,"SAVAGE HEALTH POLICY, LLC",,Alexandria,VA
401107092,"EMCA, INC.",,Washington,DC
401107093,ASSOCIATION OF IMMUNIZATION MANAGERS,,Rockville,MD
401107095,SIERRA SPACE CORPORATION,,Broomfield,CO
401107101,"ALL OF THE ABOVE CONSULTING, LLC",,Bellingham,WA
401107102,ABB E-MOBILITY INC.,,Charlotte,NC
401107103,MELANIE JONES,,Washington,DC
401107104,JOHN DAILEY,,Woodbridge,VA
401107111,FREEDOM FOUNDATION,,Olympia,WA
401107114,"E3G, THIRD GENERATION ENVIRONMENTALISM, INC.",,Washington,DC
401107115,"PAYWARD INTERACTIVE, INC. D/B/A KRAKEN",,Cheyenne,WY
401107116,33 AGENCY LLC,,Wilmington,DE
401107117,"LANGLEY CONSULTING, LLC",,Athens,AL
401107118,THE FINLEY GROUP AND ASSOCIATES,,Tampa,FL
401107120,1A SMART START LLC,,Arlington,VA
401107124,COMMUNITY PLANNING ASSOCIATION OF SOUTHWEST IDAHO,,Meridian,ID
401107126,COPENHAGEN INFRASTRUCTURE PARTNERS INC.,,New York,NY
401107129,REYNOLDS CAPITOL CONSULTING LLC,,Madison,MS
401107130,TORREY ADVISORY GROUP,,Washington,DC
401107131,FILECOIN FOUNDATION,,Middletown,DE
401107135,OBSIDIAN STRATEGISTS LLC,,New York,NY
401107136,"VEOLIA NORTH AMERICA, LLC",,Boston,MA
401107146,ELLER GROUP,,Austin,TX
401107148,PONTIFEX STRATEGIES LLC,,Arlington,VA
401107150,"UNITED NATURAL FOODS, INC. FKA UNFI, INC.",,Providence,RI
401107153,"MAINSPRING ENERGY, INC.",,Menlo Park,CA
401107154,BRUMIDI GROUP,,Washington,DC
401107155,LIBERTAS CONSULTING,,Dana Point,CA
401107157,DANAHER CORPORATION,,Washington,DC
401107159,VIRGINIA CREDIT UNION LEAGUE,,Richmond,VA
401107161,MRS. EMILY HETHERINGTON,,Elgin,SC
401107163,GENERATION MAASTRICHT,,Paris,
401107166,"TOM ALBERT CONSULTING, LLC",,Gaithersburg,MD
401107168,GKN AEROSPACE,,Westlake,TX
401107169,"CATALYST GLOBAL STRATEGIES, LLC",,Washington,DC
401107171,CIRCULAR SERVICES GROUP II LLC,,Brooklyn,NY
401107175,"CAPITOL STRATEGIES US, LLC",,Bethesda,MD
401107177,MISSION STRATEGIES LLC,,Washington,DC
401107178,HALEON US HOLDINGS LLC,,Warren,NJ
401107180,MONTECRYPTO,,Sparks,MD
401107181,EX-MUSLIMS OF NORTH AMERICA,,Falls Church,VA
401107182,"LEON CONSULTANTS, LLC",,Washington,DC
401107186,SMITH & ASSOCIATES,,Melbourne,FL
401107187,VOL. 1 VENTURES,,Los Angeles,CA
401107188,"YC CONSULTING, LLC",,Washington,DC
401107189,WEB 3.0 TECHNOLOGIES FOUNDATION,,Zug,
401107190,INCLUDED HEALTH,,San Francisco,CA
401107191,NAVITUS HEALTH SOLUTIONS,,Madison,WI
401107195,"MAP LARGE, INC.",,Atlanta,GA
401107196,AGRICULTURE FAIRNESS ALLIANCE,,Playa Vista,CA
401107197,"AM GENERAL, LLC",,Arlington,VA
401107198,LUMPKIN PUBLIC AFFAIRS LLC,,Mercer Island,WA
401107203,LINCOLN PARK ASSOCIATES,,Washington,DC
401107207,DONOVAN STRATEGIES LLC,,RANDOLPH,MA
401107211,FOCUSED ENERGY,,Austin,TX
401107212,SILVER LEGAL SERVICES LLC,,Vienna,VA
401107213,"OMEGA STRATEGIES, LLC.",,Gwynn Oak,MD
401107214,TONY L. SUGGS,,Atlanta,GA
401107216,H&M FASHION USA FKA H & M HENNES & MAURITZ L.P.,,New York,NY
401107217,ORIGIN ADVOCACY LLC,,Arlington,VA
401107218,ALBA CONSULTING,,Salt Lake City,UT
401107219,ENTEGRIS,,Billerica,MA
401107223,"RECORDED FUTURE, INC.",,Somerville,MA
401107225,MR. JEFF GRUBBE,,ennis,TX
401107227,"CAPROCK STRATEGIES, LLC",,Arlington,VA
401107228,WIDERCHANGE LLC,,Salem,OR
401107230,JAMES DYKSTRA,,McLean,VA
401107232,NIOCORP DEVELOPMENTS LTD.,,Centennial,CO
401107233,"FIREFLY AEROSPACE, INC.",,Cedar Park,TX
401107235,SALEMME STRATEGIES,,"Arlington, VA USA",VA
401107237,PUERTO RICO STATEHOOD COUNCIL,,Washington DC,DC
401107238,JOHN J. FASO CONSULTING LLC,,Kinderhook,NY
401107239,ELK CREEK RESOURCES CORP.,,Centennial,CO
401107241,DON MURPHY CAPITOL CONSULTING,,Catonsville,MD
401107242,FARM ACTION FUND,,Mexico,MO
401107246,"SORARE, INC",,New York City,NY
401107248,UNIDOSUS,,Washington,DC
401107249,COMMONWEALTH FUSION SYSTEMS,,Devens,MA
401107250,MR. PAUL MORINVILLE,,GEORGETOWN,TX
401107251,SAGE FEMME STRATEGIES,,Fairfax Station,VA
401107252,FIGS,,Santa Monica,CA
401107254,CARLOS PEREZ,,Washington,DC
401107259,"A16Z CAPITAL MANAGEMENT LLC (F/K/A AH CAPITAL MANAGEMENT L.L.C., D/B/A ANDREESSEN HOROWITZ)",,Menlo Park,CA
401107260,"RIOT PLATFORMS, INC.",,Castle Rock,CO
401107261,DAVENPORT POLICY,,WASHINGTON,DC
401107262,UNITED NETWORK FOR ORGAN SHARING,,Richmond,VA
401107263,LAW OFFICES OF EDWARD M RUCKERT,,Vienna,VA
401107265,"CHILDFUND INTERNATIONAL, USA",,Richmond,VA
401107266,SOMFY,,ARLINGTON,VA
401107269,JP AND JP CONSTRUCTION LLC,,brownsville,TX
401107271,"ROBERTI ASSOCIATES CONSULTING, LLC",,Palm Beach,FL
401107274,WAKE FOREST BAPTIST MEDICAL CENTER AFFILIATE OF ADVOCATE HEALTH,,Winston-Salem,NC
401107276,"SILA NANOTECHNOLOGIES, INC.",,Alameda,CA
401107277,DMM CONSULTING LLC,,Coral Gables,FL
401107279,PAT WILLIAMS AND ASSOCIATES,,Kensington,MD
401107283,CODY HOLT,,Washington,DC
401107286,HERMEUS CORP.,,Atlanta,GA
401107287,ST. BALDRICK'S FOUNDATION,,Monrovia,CA
401107289,AEROFLOW HEALTHCARE INC,,Asheville,NC
401107290,FAMILY POLICY ALLIANCE,,Colorado Springs,CO
401107292,PSYCHEDELIC MEDICINE COALITION,,Washington,DC
401107294,VALCOUR LLC,,Washington,DC
401107295,"CAPITOL CHAIRMAN'S ALLIANCE, LLC",,San Antonio,TX
401107296,EMERGENCE TECHNOLOGY CONSULTANTS,,Frederick,MD
401107297,CONSTITUTION PARTNERS,,Easton,MD
401107298,AMERICAN PAKISTANI LEAGUE,,Great Falls,VA
401107300,"LEGATION STRATEGIES, LLC",,Washington,DC
401107302,"HEALTHCARE LEGAL RESOURCES NETWORK, LLC",,Sewell,NJ
401107303,CAPCVENTURES LLC,,Washington,DC
401107304,ROGER WOLFSON,,Los Angeles,CA
401107305,HNI CORPORATION,,Muscatine,IA
401107306,GREEN GURU'S LLC,,Chicago,IL
401107307,MD EASTPORT STRATEGIES LLC,,Annapolis,MD
401107308,LODESTONE DC,,Falls Church,VA
401107310,MCK STRATEGIES,,Arlington,VA
401107311,"STRATEGIC CAPITOL GROUP, LLC",,Alexandria,VA
401107313,"NIO USA, INC.",,San Jose,CA
401107314,POLITICX INTELLIGENCE SOLUTIONS,,Washington DC,DC
401107315,ONMESSAGE PUBLIC STRATEGIES,,Alexandria,VA
401107317,"VOYAGER SPACE HOLDINGS, INC.",,Denver,CO
401107318,MAG INDUSTRIES LTD,,Tyrone,PA
401107319,NATIONAL HOCKEY LEAGUE,,New York,NY
401107323,GEORGE REDDEN,,Arlington,VA
401107325,"DAIKIN AMERICA, INC.",,Orangeburg,NY
401107327,"LONGVIEW PUBLIC STRATEGIES, LLC",,Washington,DC
401107329,"LAW OFFICE OF BRIDGET BUTLER, ESQ.",,New York,NY
401107330,H4 ADVISORS LLC,,Arlington,VA
401107332,"THE JACKSON GROUP, LLC",,chevy chase,MD
401107334,"KED STRATEGIES, LLC",,Alexandria,VA
401107338,JOHN BRIAN LEDBETTER MISSIONS CORPORATION,,Ball Ground,GA
401107340,SONFIELD POLICY SOLUTIONS LLC,,Washington,DC
401107341,CENOVUS US CORPORATION (FKA CENOVUS ENERGY),,Dublin,OH
401107342,HYLIION,,Cedar Park,TX
401107343,"LEEWARD RENEWABLE ENERGY, LLC",,Dallas,TX
401107345,TRUMAN KEITH JONES,,Washington,DC
401107346,OKLO INC.,,Santa Clara,CA
401107348,"PRINCE STREET STRATEGIES, LLC",,Alexandria,VA
401107349,"SOUTHERN POVERTY LAW CENTER, INC.",,Montgomery,AL
401107352,WELCH PAINTING COMPANY,,clinton,SC
401107353,CLASSIFIED POLITICAL CONSULTANTS LLC.,,memphis,TN
401107354,CENTRAL WASHINGTON UNIVERSITY,,Ellensburg,WA
401107355,FORA PARTNERS,,Washington,DC
401107356,ANN AQUILLO CONSULTING LLC,,Powell,OH
401107357,AXON ENTERPRISE,,Scottsdale,AZ
401107358,INLINE POLICY INC.,,Washington,DC
401107359,"COLUMBIA RHODES, LLC",,Washington,DC
401107361,GREAT STATE STRATEGIES,,Kansas City,MO
401107362,SHADWELL GP LLC,,Wind Gap,PA
401107363,HNTB CORPORATION,,Sausalito,CA
401107364,AMERICAN STATISTICAL ASSOCIATION,,Alexandria,VA
401107367,MISSION STRATEGIES LLC (ENERGY),,Austin,TX
401107371,MR. GREGORY KULCHYCKYJ,,Washington,DC
401107372,NATIONAL STEWARDSHIP ACTION COUNCIL,,West Sacramento,CA
401107373,"DOBBINS CONSULTING, LLC",,Bethesda,MD
401107375,MODERN CARTOGRAPHERS LLC,,Hermosa Beach,CA
401107378,"PREST PUBLIC STRATEGIES, LLC",,Cleveland,OH
401107379,STRATEGIC POLICY ADVISORS,,Dallas,TX
401107380,CLEAN CLOUD AND WEATHER ACTION CORPORATION,,DALLAS,TX
401107381,"VILLAGE PRACTICE MANAGEMENT COMPANY HOLDINGS, LLC",,Berkeley Heights,NJ
401107383,MILL INDUSTRIES INC.,,San Bruno,CA
401107384,IUS IMPACT LLC,,New York,NY
401107385,GENERATION INVESTMENT MANAGEMENT LLP,,London,
401107386,JUST CLIMATE LLP,,,
401107387,KIANA MOORE,,WASHINGTON,DC
401107388,RAVENSAFE LLC,,Leominster,MA
401107389,DE BEERS PLC,,St Helier,
401107390,"DC ADVOCACY, LLC",,Washington,DC
401107392,NEXTGEN CLIMATE ACTION,,San Francisco,CA
401107393,CORRIGAN & USSERY LLC,,Burke,VA
401107394,CIBC BANCORP USA,,Chicago,IL
401107397,DAYLIGHT POLICY,,Washington,DC
401107398,COLOROFCHANGE.ORG,,Oakland,CA
401107399,CHIMNEY SAFETY INSTITUTE OF AMERICA,,Plainfield,IN
401107402,"LAKE SHORE STRATEGIES, LLC",,Lexington,SC
401107403,"CUNEY, EDWARDS, WASHINGTON, AND ASSOCIATES",,Galveston,TX
401107404,SUNUNU ENTERPRISES LLC,,Exeter,NH
401107405,UNAL CORPORATION,,Atlanta,GA
401107408,GE HEALTHCARE TECHNOLOGIES INC.,,Chicago,IL
401107409,MR. TIM CHRISMAN,,Falls Church,VA
401107412,"HWL AEROSPACE POLICY, LLC",,Fernandina Beach,FL
401107413,KABOOM!,,Bethesda,MD
401107414,"DBW STRATEGIES, LLC",,Fairhope,AL
401107415,NATHANIEL ASHTON,,Hanover,NH
401107417,W&E NETWORKS LLC,,Cheyenne,WY
401107418,OXFORD STRATEGIES LLC-MD,,Chevy Chase,MD
401107420,SPLC ACTION FUND,,Montgomery,AL
401107421,VANNEVAR LABS,,Palo Alto,CA
401107422,INTERGENERATIONAL MANAGEMENT LLC,,Washington,DC
401107424,EBERLE STRATEGIES,,Rogers,AR
401107425,RICHARD F. WARREN,,Woodbridge,VA
401107426,"GREENMET (FKA GREENTECH MINERALS HOLDINGS, INC.)",,Washington,DC
401107427,AMBUR C. SMITH,,Washington,DC
401107428,NATIONAL INSURANCE CRIME BUREAU,,Oak Brook,IL
401107432,AXADVOCACY GOVERNMENT RELATIONS,,Washington,DC
401107433,WAGGONER ENGINEERING,,Jackson,MS
401107434,"TERRAPIN STRATEGY, INC",,Arlington,VA
401107435,APPALACHIAN VOICES,,Norton,VA
401107438,GLENCORE LTD.,,New York,NY
401107439,WOODWELL CLIMATE RESEARCH CENTER,,Falmouth,MA
401107440,NATIONAL EMERGENCY NUMBER ASSOCIATION,,Alexandria,VA
401107441,PUBLIC SQUARE,,Phoenix,AZ
401107443,RIVER PUBLIC AFFAIRS GROUP,,Bozeman,MT
401107445,PRIMIENT,,Decatur,IL
401107448,STATE STREET STRATEGIES DBA ONE+ STRATEGIES,,Harrisburg,PA
401107449,WHATLEY KALLAS LLP,,Birmingham,AL
401107452,"CONGRESSIONAL COLLEAGUES, LLC",,Aldie,VA
401107455,"KORE POWER, INC.",,Coeur d'Alene,ID
401107457,AMERICANS FOR HOMEOPATHY CHOICE ACTION,,WASHINGTON,DC
401107458,MR. SEBASTIAN MANHART,,San Vito di Cadore,
401107459,BOLD TEXT STRATEGIES,,Silver Spring,MD
401107460,THE DOW GROUP,,Dallas,TX
401107461,"LINDA MAYNOR, INC.",,Huntsville,AL
401107462,MCCARTIN PUBLIC POLICY GROUP LLC,,Arlington,VA
401107466,UPSTREAM USA,,Boston,MA
401107468,CONVERGENCE PUBLIC AFFAIRS LLC,,Wilmington,DE
401107470,TIGERSWAN,,Apex,NC
401107471,LAKETECH,,Falls Church,VA
401107472,LEAGUE OF SOUTHEASTERN CREDIT UNIONS,,Tallahassee,FL
401107474,"GCG STRATEGIES, LLC",,Washington,DC
401107476,BEHRCO,,Bexley,OH
401107478,JENNA HAMILTON,,Washington,DC
401107480,THOMAS B. LOCKE & ASSOCIATES LLC,,Edgewater,MD
401107482,THE MADISON GROUP,,Washington,DC
401107483,DREAM.ORG,,Oakland,CA
401107486,"DIAKON PARTNERS, INC",,Hedgesville,WV
401107488,COMPASS WORKING CAPITAL,,Boston,MA
401107490,"URSA MAJOR TECHNOLOGIES, INC.",,Bethoud,CO
401107491,"ELUSYS THERAPEUTICS INC FKA NIGHTHAWK BIOSCIENCES, INC.",,Boca Raton,FL
401107492,JUSTICE FOR ALL,,Athens,GA
401107494,CUFF'S POINT LLC,,Washington,DC
401107495,THE WATER QUALITY ASSOCIATION,,Lisle,IL
401107496,GREEN MOUNTAIN STRATEGIES LLC DC,,Washington,DC
401107499,HARNED STRATEGIES LLC,,Arlington,VA
401107501,"FRANKLIN RESOURCES, INC. (FRANKLIN TEMPLETON) AND AFFILIATES",,San Mateo,CA
401107502,"MORAN GLOBAL STRATEGIES, INC.",,Washington,DC
401107503,SOLE COMMUNITY HOSPITAL ASSOCIATION,,Chattanooga,TN
401107507,"D-FEND SOLUTIONS, INC.",,McLean,VA
401107508,"ELASTICSEARCH, INC.",,San Francisco,CA
401107509,PATRIOT COURAGE,,Buford,GA
401107511,HOMARUS STRATEGIES,,Brunswick,ME
401107518,TRAILHEAD COMMUNICATIONS LLC,,Albuquerque,NM
401107520,ROBLOX CORPORATION,,SAN MATEO,CA
401107521,"THE MANLEY, MULTI-MEDIA AND ENTERTAINMENT GROUP, LLC",,LOS ANGELES,CA
401107525,DRAGOS,,hanover,MD
401107527,TROPICANA BRANDS GROUP,,Chicago,IL
401107528,"RAZOM, INC.",,New York,NY
401107530,COUNCIL FOR INNOVATION PROMOTION (C4IP),,Washington,DC
401107534,NATIONAL DOWN SYNDROME CONGRESS,,Cincinnati,OH
401107537,NATIONAL ASSOCIATION OF ACOS,,Washington,DC
401107538,DATAVANT INC.,,Phoenix,AZ
401107540,DUNE RIDGE ADVISORS,,Isle of Palms,SC
401107542,MR. CASEY TRUPIN,,Seattle,WA
401107545,JEANNE MERRILL CONSULTING LLC,,Alameda,CA
401107546,"PATTI DOYLE COMMUNICATIONS, INC.",,Tiverton,RI
401107547,"VARDA SPACE INDUSTRIES, INC.",,Washington,DC
401107549,"CONFLUENCE WASHINGTON STRATEGIES, LLC",,Bethesda,MD
401107551,SOUTHERN INSTITUTE OF POLICY RESEARCH,,Birmingham,AL
401107553,"DIVERSITY TRAINING GROUP, LLC",,Herndon,VA
401107555,MR. MARK WALKER,,Chantilly,VA
401107557,WILLIAM SCHMIDT,,Cornish,NH
401107559,VIRGINIA COMMONWEALTH UNIVERSITY,,Richmond,VA
401107560,"THE 51 GROUP, LLC",,Westlake Village,CA
401107561,"GLASSMAN ENTERPRISES, LLC",,Washington,DC
401107562,HOUSE STRATEGIES GROUP,,Tampa,FL
401107566,"PONTIS PARTNERS, LLC",,Brooklyn,NY
401107568,"IRRIGATION AND ELECTRICAL DISTRICTS ASSOCIATION OF ARIZONA, INC.",,Litchfield Park,AZ
401107569,LAND STEWARDSHIP PROJECT,,Minneapolis,MN
401107570,AMERICAN POLICY VENTURES ACTION,,Washington,DC
401107571,MR. MARCO GONZALES,,Albuquerque,NM
401107572,OMP STRATEGY & ADVOCACY GROUP,,Chicago,IL
401107574,"ICEBREAKER STRATEGIES, LLC",,Alexandria,VA
401107576,ARCH STREET,,Alexandria,VA
401107581,GOGUARDIAN,,Los Angeles,CA
401107583,TRISET GROUP,,Charleston,SC
401107584,"ALASKA NATIVE CHAMBER, LLC",,Anchorage,AK
401107585,"PATZ GOVERNMENT STRATEGIES, INC.",,Thomasville,GA
401107619,SMITH DAVIS ADVISORY & RESEARCH LLC,,Alexandria,VA
401107621,"TRUE ANOMALY, INC.",,Centennial,CO
401107623,INTEALTH,,Philadelphia,PA
401107625,CRESTWOOD STRATEGIES,,Washington,DC
401107627,THE GILFOYLE FOUNDATION INC.,,New Fairfield,CT
401107628,MZLS LLC,,San Juan,
401107629,METANOIC STRATEGIES,,Springfield,VA
401107632,"PAUL DAVIS LAW FIRM, LLC",,Lawrence,KS
401107633,RYAN SNYDER,,Fairfax,VA
401107636,BANTU RECORDING CORPORATION,,Staten Island,NY
401107638,PRE LLC,,McLean,VA
401107639,WAYNE STATE UNIVERSITY,,Detroit,MI
401107641,"IMEC.IC-LINK USA, INC.",,San Jose,CA
401107642,PADABLA ASSETS LLC,,Boston,MA
401107644,PROTECT OUR WINTERS,,Boulder,CO
401107646,"PARRY LABS, LLC",,Alexanria,VA
401107647,ALLIED FOR PROGRESS,,Falls Church,VA
401107650,"WORKERS IN DEMAND CONSULTING, LLC",,Raleigh,NC
401107652,"TIP OF THE SPEAR STRATEGIES, LLC",,Raleigh,NC
401107653,AICO MANAGEMENT CONSULTANTS CORPORATION,,SEATTLE,WA
401107656,YOUNG PEOPLE'S ALLIANCE,,Raleigh,NC
401107659,NATIONAL GRAZING LANDS COALITION,,Castle Pines,CO
401107660,DRUMM AND DAUGHTERS,,Jenkintown,PA
401107664,HEXCEL CORPORATION,,Stamford,CT
401107665,WINDON GLOBAL STRATEGIES,,Washington,DC
401107666,STEPHENS SHARED SERVICES LLC,,Little Rock,AR
401107668,CAPELLA SPACE CORP. AND SUBSIDIARIES,,San Francisco,CA
401107669,UPTOWN STRATEGIES INC. (FKA UPTOWN SOLUTIONS LLC),,Alexandria,VA
401107670,MALIK DEVONTA BALLOON,,PORTLAND,OR
401107672,TECHNOLOGY COUNCILS OF NORTH AMERICA,,Sewickley,PA
401107675,CALPORTLAND COMPANY,,GLENDORA,CA
401107676,SIECUS: SEX ED FOR SOCIAL CHANGE,,Washington,DC
401107677,LIGHTHOUSE POINT GOVERNMENT RELATIONS,,Pompano Beach,FL
401107678,"TOPSOE, INC.",,Washington,DC
401107681,WELLINGTON ADVOCACY,,Ottawa,ON
401107682,"HITHER CREEK STRATEGIES, LLC",,Alexandria,VA
401107683,"CAPITOL SOUTH, LLC",,Washington,DC
401107684,"FRIENDS OF THE EARTH (ACTION), INC.",,Washington,DC
401107685,"AGILON HEALTH, INC.",,Westerville,OH
401107686,NATIONAL COMMUNITY STABILIZATION TRUST,,Washington,DC
401107688,"ORTIZ & WERTHEIM, LLC",,Albuquerque,NM
401107689,LONDON STOCK EXCHANGE GROUP,,Washington,DC
401107690,PATEL PARTNERS LLC,,Arlington,VA
401107692,MENTIS CORP,,Las Vegas,NV
401107694,CYNTHIA MARCIA PHILLIPS,,Montclair,VA
401107695,REPARATIONS ORGANIZING,,Dallas,GA
401107696,GAIL DILLARD CONSULTANT,,CINCINNATI,OH
401107698,"ACCOUNTABLE FOR HEALTH, INC.",,Washington,DC
401107702,FIBER BROADBAND ASSOCIATION,,Washington,DC
401107703,FONTENOT HEALTH POLICY LLC,,Chevy Chase,MD
401107705,"TERUMO BCT, INC.",,Lakewood,CO
401107706,FIRST AMENDMENT PARTNERS LLC,,Arlington,VA
401107707,HAMILTON AMERICAN LLC,,Potomac,MD
401107710,M FINANCIAL,,Portland,OR
401107711,BINANCE HOLDINGS LIMITED,,,
401107712,CORMEDIX INC.,,Berkeley Heights,NJ
401107714,COALITION FOR HEALTHCARE COMMUNICATIONS,,New York,NY
401107715,TRUSYNERGY,,Berwyn,PA
401107718,CONNECTIONS HEALTH SOLUTIONS,,Phoenix,AZ
401107719,MULTIPLIER,,San Francisco,CA
401107722,SHEIN TECHNOLOGY LLC,,Washington,DC
401107725,INARI,,Cambridge,MA
401107726,FORT WALKER AFGE LOCAL 2902,,Fredericksburg,VA
401107727,CS CONSULTING LLC,,WASHINGTON,DC
401107730,"KILEY CAPITOL SOLUTIONS, LLC",,ARLINGTON,VA
401107731,"AVIS BUDGET GROUP, INC.",,Parsippany,NJ
401107735,C3.AI,,Redwood City,CA
401107737,TAYLOR SEYL,,Washington,DC
401107738,EFFECTIVE ADVOCACY CONSULTING LLC,,Washington,DC
401107740,"ZEROAVIA, INC.",,Everett,WA
401107741,POPLICUS INCORPORATED D/B/A GOVINI,,Rosslyn,VA
401107742,CAPITOL HILL COMMUNICATIONS,,St simons island,GA
401107745,MS. DANA KUHNLINE,,Cincinnati,OH
401107747,ORSO GROUP,,Silver Spring,MD
401107750,MRS. GAREN FOWLER,,Austin,TX
401107751,"BLACKWELL STRATEGIC GROUP, LLC",,Bristow,VA
401107752,MJS ADVISORS LLC,,Mesa,AZ
401107753,TARA J BRITT RARE DISEASE CONSULTING LLC,,Durham,NC
401107754,"LURKINS CONSULTING, LLC",,Bloomington,IL
401107755,"OLD RHINE, LLC",,Norman,OK
401107756,MODERN FORTIS LLC,,Washington,DC
401107757,COMPETITIVE MARKETS ACTION,,Washington,DC
401107769,MINNESOTA PUBLIC RADIO,,Saint Paul,MN
401107770,SOUTHERN CALIFORNIA PUBLIC RADIO,,Pasadena,CA
401107771,DECLASSIFY UAP LLC,,Baltimore,MD
401107774,O'NEIL BRADLEY CONSULTING LLC,,Springfield,VA
401107776,"SOVEREIGN GLOBAL SOLUTIONS, LLC",,Haymarket,VA
401107777,TWO BRANCH STRATEGIES,,Severn,MD
401107778,SOCIAL CURRENT,,Sturtevant,WI
401107779,PACESETTER STRATEGIES FORMERLY KNOWN AS K. BLACK STRATEGIES LLC,,McLean,VA
401107780,INFINERA CORPORATION,,San Jose,CA
401107782,HELION ENERGY,,Everett,WA
401107784,CARESOURCE MISSION,,Columbus,OH
401107785,MS. KRISTEN GRIMM,,Bozeman,MT
401107786,GILFOYLE POLICY INSTITUTE LLC,,New Fairfield,CT
401107788,FILANTHROPIE CONSULTANCY,,Williamsburg,VA
401107789,STROGEN LLC,,Washington,DC
401107791,VINCENT TROMETTER,,Washington,DC
401107792,EAST CAPITOL ADVISORS LLC,,Washington,DC
401107793,"VIEW, INC.",,Milpitas,CA
401107794,"CRITICAL MASS STRATEGIES, LLC",,Bethesda,MD
401107798,"COLON GOVERNMENT AFFAIRS, LLC",,Houston,TX
401107802,KOREA INTERNATIONAL TRADE ASSOCIATION,,Washington DC,DC
401107805,HUXLEY ROCK LLC,,TOPEKA,KS
401107807,PHILANTHROPY ROUNDTABLE,,Washington,DC
401107808,CRANE STRATEGIES LLC (LOUISIANA),,New Orleans,LA
401107809,"SYNOPSYS, INC.",,Washington,DC
401107812,GOVERNMENT RELATIONS ADVISORS,,Daniel Island,SC
401107813,"PLANET FITNESS, INC.",,Hampton,NH
401107814,MOET HENNESSY USA,,New York,NY
401107815,"URBAN CONNECTIVE SOLUTIONS, INC.",,Round Hill,VA
401107816,CEMVITA,,Houston,TX
401107817,ACCSES NEW JERSEY,,Trenton,NJ
401107818,SALVO STRATEGIES,,Pittsburgh,PA
401107819,GREG WILSON PR,,Herndon,VA
401107820,GREENTECH MINERALS HOLDINGS LLC (FKA GREENMET CONSULTING),,WASHINGTON,DC
401107822,"ENGELKE CONSUTLING, LLC",,Crown Point,IN
401107823,WC POLITICAL LLC,,las vegas NV,NV
401107824,"AUCTANE, INC.",,Austin,TX
401107825,HALL BOOTH SMITH P.C.,,Atlanta,GA
401107826,"RED BULL NORTH AMERICA, INC.",,Santa Monica,CA
401107828,CDPQ U.S. INC.,,New York,NY
401107830,"SCHAEFFLER GROUP USA, INC.",,Fort Mill,SC
401107832,US AND LATIN VETERANS INTERNATIONAL CHAMBER OF COMMERCE,,Miami,FL
401107835,"RK STRATEGIES, INC.",,Norfolk,VA
401107836,THOMAS CAPITOL PARTNERS INC.,,Washington,DC
401107837,CARBON AMERICA,,Lakewood,CO
401107838,DEMOCRACY SENTRY,,Washington,DC
401107839,PARADIGM OPERATIONS LP,,San Francisco,CA
401107842,MR. SCOTT GARRETT,,Wantage,NJ
401107843,501 CONSULTANTS,,Cashmere,WA
401107844,"AZ DC CONSULTING, LLC",,Phoenix,AZ
401107847,HOWARD LAW & POLICY GROUP PLLC,,Washington,DC
401107848,"SYMONETTE STRATEGIES & SOLUTIONS, LLC",,Baltimore,MD
401107849,INTERNATIONAL SUSTAINABILITY STANDARDS BOARD (ISSB),,London,
401107850,NATIONAL PARENTS UNION ACTION FUND INC.,,Woburn,MA
401107851,"FACTSET RESEARCH SYSTEMS, INC.",,Norwalk,CT
401107853,DWIGHT ALEXANDER,,San Francisco,CA
401107855,RANNEY LOBBYING AND CONSULTING,,Windsor,VT
